Economy,Code,2025 class,Growth rate,Starting level,Level year,Status,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
North Macedonia,MKD,UM,0.061318,9490,2025,projected,,,,,,1710,1440,1390,1780,2160,2220,2010,1910,1920,1820,1850,2120,2610,3070,3430,3730,4540,4860,5010,5140,5090,5400,5630,5550,5440,5390,6050,6520,6460,7050,7570,7940,8300,9490,10071.907876,10689.497183,11344.955835,12040.605904,12778.911849,13562.489241,14394.114037,15276.732407,16213.471176,17207.648898,18262.787615,19382.625334,20571.12927,21832.509897,23171.235868,24592.049847,26099.985305,27700.384359,29398.916692,31201.59964,33114.819512,35145.354212,37300.39725,39587.58323,42015.014894
Northern Mariana Islands,MNP,H,,,,frozen - only 0 of 10 annual rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,H,0.01244,97310,2025,projected - raised from -0.1% to the 1.244% floor,20830,23970,25080,26500,27820,30790,30210,30850,32690,35790,37900,36120,35560,36580,38260,39930,44810,54310,64050,70300,78780,87920,88100,88970,91010,99780,104810,105010,93290,81840,76270,81200,82500,78460,83640,97270,101840,100030,97310,98520.5364,99746.131873,100986.973753,102243.251707,103515.157758,104802.886321,106106.634226,107426.600756,108762.98767,110115.999236,111485.842267,112872.726144,114276.862858,115698.467032,117137.755962,118594.949646,120070.270819,121563.944988,123076.200464,124607.268398,126157.382817,127726.780659,129315.70181,130924.389141,132553.088542
Oman,OMN,H,0.035288,19520,2024,projected,5820,5500,5880,6110,6710,7610,7370,7270,7460,7680,8000,7460,7270,8070,8940,9210,9640,11050,12590,14850,17290,21190,22010,22510,20820,21960,22920,22060,20560,18550,16640,17250,17860,17190,17910,19270,19950,19520,,20208.822003,20921.951166,21660.245239,22424.592243,23215.911533,24035.154908,24883.307754,25761.390228,26670.458487,27611.605959,28585.964654,29594.70653,30639.044903,31720.235901,32839.579981,33998.423488,35198.160279,36440.233398,37726.136808,39057.417193,40435.675818,41862.570449,43339.817357,44869.193372,46452.538026
Pakistan,PAK,LM,0.042724,1500,2025,projected,350,370,370,370,370,400,400,400,430,440,430,410,410,470,530,600,640,740,830,890,940,1000,1020,1000,1020,1110,1210,1250,1280,1360,1450,1560,1520,1370,1420,1510,1450,1430,1500,1564.085549,1630.909071,1700.58754,1773.242931,1849.00243,1927.998654,2010.36989,2096.260329,2185.820326,2279.206657,2376.582798,2478.119207,2583.993628,2694.391396,2809.505764,2929.538245,3054.698957,3185.206998,3321.290825,3463.188656,3611.148889,3765.430529,3926.303652,4094.04987,4268.962827
Palau,PLW,H,0.035123,19890,2025,projected,5270,6040,6490,7020,7580,7380,6560,7120,8010,8770,8780,8690,8250,6860,7520,7740,7790,8370,8910,9300,9700,9780,9880,9860,10560,11170,11800,12730,14180,14970,15520,16040,16280,15440,13980,14100,14750,16920,19890,20588.589524,21311.715365,22060.239301,22835.053383,23637.080989,24467.27793,25326.633589,26216.172097,27136.953555,28090.075298,29076.673204,30097.923043,31155.041884,32249.289541,33381.970076,34554.433354,35768.07665,37024.346316,38324.739503,39670.805945,41064.149809,42506.431604,43999.370157,45544.744671,47144.396834
Panama,PAN,H,0.048744,19140,2025,projected,3290,2770,2570,2660,2750,3030,3260,3430,3430,3500,3490,3510,3620,3810,3770,3890,4030,4490,4880,5270,5990,6770,7120,7500,8860,9870,10950,11520,12570,13180,14230,14910,15640,13070,14920,17130,17830,17950,19140,20072.966582,21051.410001,22077.546994,23153.702352,24282.314189,25465.939459,26707.259757,28009.087388,29374.371742,30806.205975,32307.834016,33882.657918,35534.245564,37266.338753,39082.861674,40987.929798,42985.859201,45081.176345,47278.628332,49583.193655,52000.093484,54534.803489,57193.066249,59980.904261,62904.633585
Papua New Guinea,PNG,LM,0.01244,2890,2025,projected - raised from 0.5% to the 1.244% floor,810,940,950,880,920,970,1120,1160,1060,1030,930,770,670,600,530,490,480,540,650,780,1040,1360,1460,1660,1730,2150,2340,2790,2520,2410,2310,2310,2420,2410,2370,2690,2800,2860,2890,2925.9516,2962.350438,2999.202077,3036.512151,3074.286362,3112.530485,3151.250364,3190.451918,3230.14114,3270.324096,3311.006928,3352.195854,3393.89717,3436.117251,3478.86255,3522.1396,3565.955017,3610.315497,3655.227822,3700.698856,3746.73555,3793.34494,3840.534151,3888.310396,3936.680977
Paraguay,PRY,UM,0.022573,6750,2025,projected,1050,1150,1190,1240,1320,1490,1690,1620,1750,1920,1920,1800,1670,1500,1470,1400,1300,1440,1620,1980,2500,3320,3740,4410,4840,5160,5970,6280,6100,5870,5810,6060,5950,5550,5720,5900,6200,6290,6750,6902.370314,7058.180141,7217.507122,7380.430652,7547.031916,7717.393934,7891.601599,8069.741719,8251.903064,8438.176406,8628.654567,8823.432464,9022.607157,9226.277895,9434.54617,9647.515765,9865.292803,10087.985804,10315.705739,10548.566083,10786.682872,11030.174762,11279.163086,11533.771919,11794.128133
Peru,PER,UM,0.055931,8430,2025,projected,1240,1010,910,840,1220,1420,1550,1760,1950,2150,2270,2150,2030,1960,1890,1940,2060,2270,2520,2790,3190,3770,3950,4400,4960,5780,6410,6520,6340,6130,6090,6500,6850,6080,6550,6930,7100,7530,8430,8901.49589,9399.362879,9925.075924,10480.192472,11066.357083,11685.306297,12338.873781,13028.995759,13757.716749,14527.195621,15339.711994,16197.672985,17103.620344,18060.237982,19070.359924,20136.978705,21263.254231,22452.523148,23708.30872,25034.331272,26434.519207,27913.020649,29474.215726,31122.729553,32863.44593
Philippines,PHL,UM,0.045485,4850,2025,projected,680,740,790,820,820,870,920,1040,1150,1310,1380,1300,1230,1150,1140,1110,1150,1260,1350,1470,1680,1970,2130,2310,2450,2780,3060,3220,3280,3350,3440,3610,3760,3350,3570,4010,4320,4470,4850,5070.601889,5301.237839,5542.364247,5794.458273,6058.018776,6333.56731,6621.649147,6922.834366,7237.718972,7566.926081,7911.107151,8270.943271,8647.14651,9040.461326,9451.666037,9881.574363,10331.037038,10800.943489,11292.2236,11805.84955,12342.837738,12904.250794,13491.199682,14104.845895,14746.403761
Poland,POL,H,0.071689,25520,2025,projected - cut from 8.5% to the H p90 cap of 7.17%,,,,,,2080,2480,2750,3300,3880,4270,4390,4460,4690,4720,4890,5510,6290,7340,8450,9940,11980,12520,12730,12900,13170,13290,13540,13320,12740,12780,14310,15510,15640,17470,19110,19890,21590,25520,27349.50328,29310.161821,31411.378011,33663.22829,36076.511463,38662.800493,41434.497997,44404.895724,47588.238294,50999.791509,54655.915562,58574.143493,62773.265266,67273.41788,72096.181934,77264.685121,82803.713132,88739.828523,95101.49809,101919.229386,109225.717022,117055.99945,125447.626994,134440.841926,144078.771442
Portugal,PRT,H,0.03884,29930,2025,projected,4160,5630,6320,7130,8180,9860,10100,10450,11210,12100,12370,12190,12260,12180,11850,11780,13290,16190,18600,19410,20860,22630,22970,23030,22750,21220,21380,21210,20450,19950,20030,22040,23250,21910,23980,25880,26340,26940,29930,31092.469599,32300.089066,33554.612005,34857.860129,36211.725905,37618.175303,39079.25065,40597.073598,42173.8482,43811.864117,45513.499937,47281.226633,49117.611149,51025.320127,53007.123783,55065.899924,57204.638133,59426.444104,61734.544159,64132.289924,66623.163206,69210.781041,71898.90095,74691.426393,77592.412443
Puerto Rico (U.S.),PRI,H,0.03513,27320,2025,projected,5350,5860,6050,5950,6300,6760,7100,7370,7820,8130,8510,8690,9590,10550,10950,11250,12170,14260,14750,15030,15860,16360,16580,16910,17600,18550,18960,19010,19080,19290,19500,20380,21310,21200,22580,24670,25290,25870,27320,28279.750836,29273.217692,30301.585011,31366.078846,32467.968319,33608.567138,34789.235162,36011.38002,37276.458794,38585.979749,39941.504139,41344.648062,42797.084393,44300.544771,45856.82167,47467.770533,49135.311985,50861.434121,52648.19488,54497.724494,56412.228032,58393.988025,60445.367192,62568.811252,64766.851841
Qatar,QAT,H,0.01244,74330,2025,projected - raised from 0.3% to the 1.244% floor,16780,16470,16690,17040,16270,17900,16400,15860,16060,17000,21470,19860,19050,19620,23090,25590,28090,35220,40110,53410,58500,66030,63010,71900,82960,92750,96070,91410,80090,69170,60920,63410,65700,57730,66970,71050,79430,76570,74330,75254.6652,76190.833235,77138.647201,78098.251972,79069.794226,80053.422466,81049.287042,82057.540173,83078.335972,84111.830472,85158.181643,86217.549423,87290.095737,88375.984528,89475.381776,90588.455525,91715.375912,92856.315188,94011.447749,95180.950159,96365.001179,97563.781794,98777.475239,100006.267031,101250.344993
Romania,ROU,H,0.071689,20190,2025,projected - cut from 8.2% to the H p90 cap of 7.17%,,,,,,1240,1190,1270,1490,1640,1590,1580,1610,1710,1760,1950,2250,2960,3880,4900,6510,8800,9220,8770,9080,9260,9390,9760,9610,9460,10030,11490,12660,12720,14180,15390,16590,17600,20190,21637.40091,23188.564544,24850.929547,26632.467836,28541.722822,30587.85039,32780.662796,35130.675732,37649.158744,40348.189285,43240.710627,46340.593931,49662.70477,53222.974412,57038.476224,61127.507546,65509.677435,70206.000701,75238.998685,80632.807261,86413.292581,92608.175113,99247.162579,106362.092417,113987.08446
Russian Federation,RUS,H,0.071689,15960,2025,projected - cut from 8.2% to the H p90 cap of 7.17%,,,,,3440,3090,2920,2650,2640,2600,2650,2130,1750,1710,1780,2100,2590,3410,4450,5810,7560,9580,9230,9980,11060,13470,15160,14590,11740,9680,9160,10180,11190,10660,11710,12890,14400,15330,15960,17104.15644,18330.336311,19644.419791,21052.708601,22561.956228,24179.400308,25912.797337,27770.459865,29761.296362,31894.853937,34181.364121,36631.791934,39257.888466,42072.247232,45088.364564,48320.704331,51784.767304,55497.165487,59475.701784,63739.455369,68308.873185,73205.867994,78453.923465,84078.206784,90105.68935
Rwanda,RWA,L,0.055948,1150,2025,projected - cut from 5.9% to the L p90 cap of 5.59%,320,360,350,340,300,300,250,130,220,200,220,230,250,270,260,260,250,270,310,350,390,470,530,580,630,680,700,710,720,720,720,760,820,780,850,970,1030,1070,1150,1214.3402,1282.280106,1354.021113,1429.775886,1509.768987,1594.237543,1683.431945,1777.616595,1877.070688,1982.089039,2092.982957,2210.081167,2333.730788,2464.298359,2602.170923,2747.757182,2901.488701,3063.821191,3235.235859,3416.240834,3607.372677,3809.197963,4022.314971,4247.355449,4484.986491
Samoa,WSM,UM,0.036436,5640,2025,projected,710,920,1040,1050,1000,1010,1060,820,990,1320,1330,1360,1380,1410,1410,1420,1570,1850,2240,2470,2660,2970,3160,3430,3570,3590,3750,3830,3970,4120,4100,4100,4270,4080,3990,4130,4800,5040,5640,5845.496487,6058.480351,6279.224398,6508.011376,6745.134332,6990.896993,7245.614151,7509.612068,7783.228894,8066.815099,8360.733922,8665.361838,8981.089039,9308.319934,9647.473665,9998.984648,10363.303126,10740.895748,11132.246163,11537.855644,11958.24373,12393.948885,12845.529196,13313.563082,13798.65004
San Marino,SMR,H,,,,frozen - only 6 of 10 annual rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40010,41800,43770,40570,48190,53950,53910,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,H,0.018485,36070,2025,projected,11990,11640,10820,11230,12160,12720,11970,11180,11020,11280,11440,10780,10250,10450,10540,10310,11140,12880,14620,16250,17870,20540,19810,21820,24110,27610,28620,29080,26580,23940,23130,26570,29140,26940,30480,35110,36330,35990,36070,36736.767922,37415.861308,38107.507998,38811.940045,39529.393792,40260.109948,41004.333676,41762.314668,42534.307232,43320.570378,44121.367902,44936.968479,45767.645749,46613.678409,47475.350312,48352.950553,49246.773574,50157.11926,51084.293039,52028.605984,52990.37492,53969.922528,54967.577452,55983.674414,57018.554322
Senegal,SEN,LM,0.023822,1780,2025,projected,800,920,920,900,910,960,910,760,720,690,700,680,670,650,640,610,710,850,980,1020,1090,1240,1330,1340,1310,1320,1350,1370,1320,1270,1270,1390,1430,1430,1540,1590,1620,1630,1780,1822.403964,1865.818094,1910.266455,1955.773685,2002.365008,2050.066251,2098.903855,2148.90489,2200.097073,2252.508779,2306.16906,2361.10766,2417.355033,2474.942356,2533.90155,2594.265297,2656.067056,2719.341084,2784.122456,2850.447078,2918.351715,2987.874007,3059.05249,3131.92662,3206.53679
Serbia,SRB,UM,0.090712,13480,2025,projected - cut from 10.0% to the UM p90 cap of 9.07%,,,,,,,,,,,3210,3250,2800,1720,1630,1610,2510,3340,3940,4280,5000,6250,6680,6500,6380,6310,6630,6450,6210,5920,5810,6700,7380,7790,8890,9790,10750,11610,13480,14702.79776,16036.51795,17491.222567,19077.886348,20808.479575,22696.058374,24754.863221,27000.426373,29449.689051,32121.129244,35034.90112,38212.98707,41679.363553,45460.18198,49583.966008,54081.826732,58987.697399,64338.589405,70174.871527,76540.574473,83483.723065,91056.698552,99316.633791,108325.844275,118152.298261
Seychelles,SYC,H,0.060478,19200,2025,projected,3440,4250,4820,5370,5550,6400,6850,6900,6910,7430,7940,7520,7630,7920,7860,7330,8000,9870,11850,13380,12890,11520,10310,10160,11150,12540,12350,13340,14750,15630,16180,17620,18700,15400,14890,14390,16340,17700,19200,20361.16801,21592.560559,22898.424652,24283.264141,25751.855261,27309.263101,28960.859075,30712.339445,32569.74497,34539.481738,36628.343263,38843.533912,41192.693755,43683.924914,46325.819506,49127.489279,52098.597038,55249.389968,58590.734979,62134.156185,65891.874648,69876.850532,74102.827797,78584.381605,83336.968585
Sierra Leone,SLE,L,0.01244,830,2025,projected - raised from -1.2% to the 1.244% floor,180,180,210,190,180,140,160,170,190,210,200,170,160,150,170,260,420,410,440,440,480,580,650,690,710,830,970,970,950,930,840,830,850,840,890,920,870,820,830,840.3252,850.778845,861.362534,872.077884,882.926533,893.910139,905.030381,916.288959,927.687594,939.228028,950.912024,962.74137,974.717872,986.843363,999.119694,1011.548743,1024.13241,1036.872617,1049.771312,1062.830467,1076.052078,1089.438166,1102.990777,1116.711982,1130.603879
Singapore,SGP,H,0.034756,81760,2025,projected,8080,9320,10320,11450,12970,15270,17710,20780,23630,25610,27730,24010,23360,23680,22130,22000,23440,26170,28830,32550,36010,37230,37320,44930,48250,51710,54470,56380,53160,53600,55360,56440,58510,56290,65540,68100,69530,75820,81760,84601.64799,87542.060208,90584.6693,93733.027218,96990.809366,100361.818887,103849.991109,107459.398135,111194.253599,115058.917581,119057.901703,123195.874392,127477.666329,131908.276093,136492.87599,141236.818097,146145.640506,151225.073793,156481.047704,161919.698079,167547.374015,173370.645279,179396.309976,185631.402485,192083.201674
Sint Maarten (Dutch part),SXM,H,0.035173,38950,2024,projected,,,,,,,,,,,,,,,,,,,,,,,,,26550,26910,27400,29620,31890,35260,32950,31140,34060,29440,31430,36960,38260,38950,,40319.994589,41738.176217,43206.239774,44725.939766,46299.092409,47927.577803,49613.342173,51358.400204,53164.837441,55034.812784,56970.561069,58974.395739,61048.711606,63195.987718,65418.790316,67719.775906,70101.694431,72567.392558,75119.817079,77762.018438,80497.154368,83328.493672,86259.420126,89293.436527,92434.168872
Slovak Republic,SVK,H,0.039586,26410,2025,projected,,,,,,2320,2480,2890,3430,3960,4250,4230,4010,3960,3960,4220,4890,6520,8490,10090,12280,15130,16220,17370,17560,17830,18280,18380,17800,16900,16710,18460,19230,19420,21010,21890,22710,23560,26410,27455.464104,28542.313865,29672.187571,30846.788366,32067.886812,33337.323562,34657.01213,36028.941783,37455.180532,38937.87825,40479.26992,42081.678995,43747.520904,45479.306695,47279.646817,49151.255056,51096.952626,53119.672422,55222.463438,57408.495367,59681.063378,62043.593081,64499.645691,67052.9234,69707.274952
Slovenia,SVN,H,0.046586,35520,2025,projected,,,,,,7120,6900,7610,9410,10510,11230,10970,11270,11200,10840,10780,12510,15490,18180,19710,21710,24530,24260,24370,24340,23010,23040,23400,22080,21610,22040,24510,25900,25380,28320,29590,31020,31790,35520,37174.730641,38906.548373,40719.044368,42615.977092,44601.280107,46679.07022,48853.656024,51129.546833,53511.46203,56004.340855,58613.352646,61343.907562,64201.667794,67192.559317,70322.784169,73598.833316,77027.500113,80615.894387,84371.457185,88301.9762,92415.601922,96720.86454,101226.691628,105942.426659,110877.84838
Solomon Islands,SLB,LM,0.01244,2020,2025,projected - raised from -1.0% to the 1.244% floor,570,570,560,600,620,750,800,940,1120,1230,1220,1150,1080,920,870,790,870,980,1130,1190,1260,1380,1460,1600,1690,1820,2090,2090,2010,2000,2020,2150,2210,2170,2120,2010,1980,1910,2020,2045.1288,2070.570202,2096.328096,2122.406417,2148.809153,2175.540339,2202.604061,2230.004455,2257.745711,2285.832067,2314.267818,2343.05731,2372.204943,2401.715172,2431.592509,2461.84152,2492.466828,2523.473116,2554.865121,2586.647643,2618.82554,2651.40373,2684.387192,2717.780969,2751.590164
"Somalia, Fed. Rep.",SOM,L,0.032796,640,2025,projected,150,160,160,160,140,120,130,130,190,230,240,270,320,370,320,270,260,310,390,450,480,510,380,290,250,280,340,410,440,450,500,510,520,500,540,570,600,620,640,660.989247,682.666852,705.055388,728.178172,752.059285,776.723594,802.196788,828.505392,855.676805,883.739324,912.722173,942.655535,973.570582,1005.499509,1038.475568,1072.533101,1107.707573,1144.035617,1181.555065,1220.304989,1260.325744,1301.659008,1344.347825,1388.436651,1433.971402
South Africa,ZAF,UM,0.01244,6270,2025,projected - raised from 1.1% to the 1.244% floor,2220,2660,2810,2830,2960,3230,3380,3550,3730,3790,3750,3390,3300,3260,3060,2870,3160,4040,5430,6120,6440,6490,6350,6730,7620,8220,7930,7230,6450,5880,5850,6250,6570,5930,6320,6530,6490,6110,6270,6347.9988,6426.967905,6506.919386,6587.865463,6669.818509,6752.791052,6836.795772,6921.845512,7007.95327,7095.132209,7183.395653,7272.757095,7363.230193,7454.828777,7547.566847,7641.458579,7736.518323,7832.760611,7930.200153,8028.851843,8128.73076,8229.852171,8332.231532,8435.884492,8540.826895
South Sudan,SSD,L,,,,frozen - only 0 of 10 annual rates,,,,,,,,,,,,,,,,,,,,,,,,,770,800,1080,1170,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,H,0.026081,37120,2025,projected,7100,9400,10690,12190,13680,15590,15000,14460,14810,15540,15790,15410,15450,15770,15530,15630,18080,22140,25910,27860,29780,32270,32630,32060,31170,29710,29400,29350,28700,27760,27290,29530,30560,27410,30380,32690,32980,33550,37120,38088.145006,39081.540678,40100.845592,41146.7355,42219.903778,43321.061886,44450.939841,45610.2867,46799.871055,48020.481546,49272.92738,50558.038872,51876.667989,53229.688921,54617.998659,56042.517587,57504.190095,59003.985204,60542.897208,62121.946334,63742.179418,65404.670599,67110.522032,68860.864616,70656.858747
Sri Lanka,LKA,UM,0.028158,4670,2025,projected,450,480,470,490,530,580,630,670,720,760,810,810,830,860,810,820,910,1030,1170,1320,1500,1740,1950,2360,2830,3340,3630,3810,3920,4020,4220,4350,4220,3880,4010,3620,3550,3870,4670,4801.497606,4936.697915,5075.705186,5218.626617,5365.572422,5516.655918,5671.993616,5831.705304,5995.914145,6164.746769,6338.333374,6516.80782,6700.307741,6888.974642,7082.954015,7282.395449,7487.452745,7698.284032,7915.051895,8137.923496,8367.070704,8602.670226,8844.903746,9093.958065,9350.025242
St. Kitts and Nevis,KNA,H,0.045835,24530,2025,projected,3660,4350,4610,5200,5260,5710,6180,6680,7260,7620,7980,7690,8100,8890,9200,9190,9190,10390,11750,12650,13350,15980,15840,15970,16760,17010,18460,18850,18670,19640,20420,21930,23670,19340,19070,21420,21870,21960,24530,25654.331025,26830.195692,28059.956044,29346.082384,30691.158246,32097.885576,33569.090166,35107.727326,36716.887825,38399.804096,40159.856729,42000.581266,43925.675297,45939.005893,48044.617372,50246.739422,52549.795599,54958.412213,57477.42762,60111.901941,62867.127229,65748.638097,68762.222836,71913.935045,75210.105786
St. Lucia,LCA,UM,0.060856,13410,2025,projected,2780,3290,3550,3740,3870,4410,4410,4480,4610,4800,4710,4870,5100,5500,5270,5280,5650,6300,6550,7210,7500,8150,8130,8240,8890,9000,8710,9040,9020,9710,10260,11060,11060,8700,10030,11680,12440,12840,13410,14226.073124,15091.808839,16010.22939,16984.540942,18018.144774,19114.649151,20277.881921,21511.903878,22821.022939,24209.809179,25683.11079,27246.071004,28904.146043,30663.124176,32529.145916,34508.725463,36608.773442,38836.621027,41200.045534,43707.297575,46367.129855,49188.827731,52182.241625,55357.821412,58726.6529
St. Martin (French part),MAF,H,,,,frozen - only 0 of 10 annual rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,UM,0.061256,12000,2025,projected,1600,1880,1960,2030,2140,2440,2570,2530,2760,2860,2930,3040,3140,3390,3660,4010,4430,4800,5060,5580,6030,6380,6530,6310,6390,6720,6980,6860,7110,7480,7730,8370,8700,8360,8720,9520,10210,11210,12000,12735.07304,13515.173777,14343.060433,15221.660186,16154.079522,17143.615217,18193.765996,19308.244902,20490.992425,21746.190433,23078.276958,24491.961891,25992.243631,27584.426759,29274.140795,31067.3601,32970.425002,34990.064213,37133.418619,39408.066527,41822.050465,44383.905612,47102.689981,49988.01644,53050.086706
Sudan,SDN,L,0.01244,900,2025,projected - raised from -5.9% to the 1.244% floor,460,530,640,750,1030,510,360,310,390,390,400,340,330,330,370,420,510,620,750,920,1160,1350,1310,1230,1250,1120,1060,1130,1180,1140,1010,810,720,600,620,720,660,710,900,911.196,922.531278,934.007567,945.626621,957.390217,969.300151,981.358245,993.566341,1005.926307,1018.44003,1031.109424,1043.936425,1056.922994,1070.071116,1083.382801,1096.860083,1110.505022,1124.319705,1138.306242,1152.466772,1166.803458,1181.318493,1196.014095,1210.892511,1225.956014
Suriname,SUR,UM,0.019497,6140,2025,projected,2420,2890,2170,1400,1130,1050,990,1130,1360,1660,1860,2070,1950,1950,1640,1870,2120,2710,3190,3880,4860,6090,6700,7330,7620,8220,8610,8900,8550,6660,5700,5730,6000,4710,4490,5040,5210,5690,6140,6259.709482,6381.752899,6506.175755,6633.02444,6762.346251,6894.189406,7028.603061,7165.637333,7305.343316,7447.773098,7592.979786,7741.017518,7891.941492,8045.807978,8202.674347,8362.599086,8525.641823,8691.863349,8861.325638,9034.091877,9210.226479,9389.795118,9572.864745,9759.503618,9949.781325
Sweden,SWE,H,0.01244,63010,2025,projected - raised from -0.1% to the 1.244% floor,19360,24190,26090,27760,29110,31340,28200,27700,28090,30400,31400,31100,31310,31600,29710,29130,32690,39690,45690,49090,52180,55370,52390,54380,56450,58840,61530,61350,57900,53850,52240,54930,56100,54590,59840,61930,60540,58510,63010,63793.8444,64587.439824,65390.907576,66204.370466,67027.952835,67861.780568,68705.981118,69560.683523,70426.018426,71302.118095,72189.116445,73087.149053,73996.353187,74916.867821,75848.833657,76792.393147,77747.690518,78714.871788,79694.084793,80685.479208,81689.206569,82705.420299,83734.275728,84775.930118,85830.542688
Switzerland,CHE,H,0.01244,110330,2025,projected - raised from 1.0% to the 1.244% floor,27180,35140,36320,37570,38680,42330,41880,44200,49030,51070,49970,46650,44710,45030,42520,41320,47270,55630,63630,66250,65160,65820,73030,80400,82540,88060,92160,90030,88150,84250,81790,84760,84160,83150,91900,97920,98160,99920,110330,111702.5052,113092.084365,114498.949894,115923.316831,117365.402892,118825.428504,120303.616835,121800.193828,123315.388239,124849.431669,126402.558599,127975.006428,129567.015508,131178.829181,132810.693816,134462.858847,136135.576811,137829.103387,139543.697433,141279.621029,143037.139514,144816.52153,146618.039058,148441.967464,150288.585539
Syrian Arab Republic,SYR,L,,,,frozen - only 7 of 10 annual rates,1170,1130,800,810,900,1010,990,890,830,810,820,860,820,890,1000,1100,1120,1260,1390,1520,1670,1950,2250,2480,2600,1980,1270,1070,900,750,720,810,970,820,730,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,
São Tomé and Príncipe,STP,LM,0.074681,3800,2025,projected - cut from 9.2% to the LM p90 cap of 7.47%,900,980,890,820,800,780,780,820,830,840,710,590,510,480,510,520,600,690,800,910,940,1000,1070,1090,1140,1170,1330,1440,1400,1420,1440,1660,1810,2030,2220,2820,2810,2910,3800,4083.7878,4388.769157,4716.526826,5068.761766,5447.301963,5854.111921,6291.302854,6761.143642,7266.072611,7808.710179,8391.872464,9018.585892,9692.102904,10415.918841,11193.790076,12029.753513,12928.147535,13893.634521,14931.225041,16046.303858,17244.657877,18532.506172,19916.532265,21403.918811,23002.384872
"Taiwan, China",TWN,H,,,,frozen - only 0 of 10 annual rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,LM,0.039706,2080,2025,projected,,,,,,340,290,210,210,170,160,170,170,170,160,170,210,260,370,460,570,730,790,910,1000,1130,1300,1320,1230,1090,1000,1000,1050,1030,1130,1360,1400,1650,2080,2162.588235,2248.455709,2337.732627,2430.554364,2527.06167,2627.400883,2731.724153,2840.189671,2952.961908,3070.211866,3192.117337,3318.863173,3450.641563,3587.652331,3730.103233,3878.210273,4032.198034,4192.300014,4358.758986,4531.827357,4711.767561,4898.852449,5093.365708,5295.602288,5505.868849
Tanzania,TZA,LM,0.024564,1270,2025,projected,500,400,320,280,270,260,250,230,240,280,310,350,380,400,400,410,430,460,490,510,530,590,660,720,760,810,880,970,970,960,960,1010,1050,1060,1130,1210,1220,1210,1270,1301.196134,1333.158566,1365.90612,1399.45808,1433.834208,1469.054746,1505.140438,1542.112535,1579.99281,1618.803571,1658.567676,1699.308541,1741.050161,1783.817117,1827.634595,1872.528401,1918.524973,1965.6514,2013.935435,2063.405513,2114.090769,2166.021052,2219.226943,2273.739779,2329.591661
Thailand,THA,UM,0.022199,7690,2025,projected,990,1200,1370,1540,1710,1930,2170,2420,2750,2960,2680,2080,1980,1980,1960,1980,2170,2520,2770,3070,3480,3900,4060,4490,4840,5400,5580,5620,5560,5550,5800,6430,7070,6910,7100,7220,7210,7130,7690,7860.709504,8035.208571,8213.581325,8395.913756,8582.293766,8772.811207,8967.557924,9166.627803,9370.116813,9578.123055,9790.746805,10008.090568,10230.259122,10457.359573,10689.501403,10926.796525,11169.359336,11417.306774,11670.758371,11929.836314,12194.6655,12465.373603,12742.091125,13024.951472,13314.091005
Timor-Leste,TLS,LM,0.01244,1510,2025,projected - raised from -3.0% to the 1.244% floor,,,,,,450,510,570,620,670,690,660,500,660,710,790,690,820,970,1360,1900,3040,2370,2870,3740,3570,3190,2700,2180,1730,1780,1790,2180,2040,2050,1820,1900,1650,1510,1528.7844,1547.802478,1567.057141,1586.551332,1606.28803,1626.270253,1646.501055,1666.983528,1687.720803,1708.71605,1729.972478,1751.493336,1773.281913,1795.34154,1817.675588,1840.287473,1863.180649,1886.358616,1909.824917,1933.583139,1957.636914,1981.989917,2006.645871,2031.608546,2056.881756
Togo,TGO,LM,0.042853,1350,2025,projected,450,570,580,580,570,590,500,460,450,450,510,470,460,450,430,440,510,570,590,600,610,680,760,790,850,840,890,910,910,870,850,920,950,970,1040,1130,1190,1220,1350,1407.851578,1468.18227,1531.098315,1596.710502,1665.13437,1736.490407,1810.904266,1888.506983,1969.435211,2053.831458,2141.84434,2233.628839,2329.346581,2429.166118,2533.263223,2641.821204,2755.031221,2873.092631,2996.213328,3124.610118,3258.5091,3398.146056,3543.766879,3695.627993,3853.996815
